technical_score,communication_score,confidence_score,aptitude_score,projects_count,internships_count,certifications_count,coding_platform_score,mock_interview_score,resume_score,linkedin_score,follows_count,skill_gap
5.627357110031309,5.6272064250540845,5.475780465441312,4.512202624055575,5.313679418271857,2.8756176182354203,3.137719521315972,5.236611955416933,5.274348112885561,4.495602922840367,6.533053250131803,10.0,none
2.455224488451877,4.408415099120106,4.702487195118474,1.6648339035911888,3.819304638646442,1.4904367306892066,1.2919752073916175,2.881826739299688,2.4850172170033504,3.10557310100401,3.5940101564156537,10.0,technical
0.0,0.0,0.0,0.0,2.615814330624235,0.0,0.05344009879783479,0.11139041439688585,0.3041663001777,0.4325381884826938,0.0,10.0,technical
10.0,9.301085624521303,9.02044222112169,9.599423339341381,8.353055051639831,3.802791494942117,4.912875821909526,10.0,9.879759394697786,10.0,9.321362148532572,10.0,none
7.308137327084801,6.26921304082202,6.015351630436172,5.393248217783309,7.5036368030607425,2.201562407526872,3.0406409183465564,6.6749474133966515,5.8686172876542555,4.656661858558587,5.769874367545357,10.0,none
4.471802814693888,4.334378572999951,3.568440265995961,3.4547949169351084,5.540488738647762,2.073063778461211,2.5961043713371925,4.959962887851912,3.737267076951589,3.8502477847603163,3.78112108553855,10.0,confidence
8.123588497022777,7.512872219135249,8.075397520631018,7.633853042587454,8.212116756679913,2.4394133006018506,3.392767941660601,9.31231898932817,7.798582541855306,7.687021909464462,7.234892318934207,10.0,none
5.508924022897499,6.505866224370622,5.986891661846432,5.543222848546174,5.661801895286159,2.2251926231068784,1.5038762847371072,5.119590324765716,3.4927642992532144,5.500784441268931,6.4008909542748755,10.0,none
2.7606498219392748,4.135987896381619,4.350267694804269,3.1190389224708364,4.64360531301357,1.133825597815562,1.17622551265138,3.1721219617368352,1.8396597110174802,2.860365601228539,4.5528048293834695,10.0,technical
9.86936865073776,9.876623549184648,10.0,8.784207102180508,8.958784306734001,3.9262510818948573,3.231760182421006,10.0,10.0,9.254938514909913,9.898372210422556,10.0,none
6.729819700391335,5.950179940882239,5.655876210380216,6.056525552177383,7.505391550275859,2.4748814573807634,2.6535464791514327,7.082006712695019,5.889681599459264,5.951928103831672,5.425525267324275,6.018945537858926,none
4.517710264122392,4.149587993018894,3.6176471947536766,4.296636546952883,4.875418793331875,2.102490423475449,2.3456213475989784,4.2918668598208125,3.597705109849509,4.277097821582944,3.624895228549251,10.0,confidence
1.8366977845175025,2.1390256418437463,1.9439144318686181,2.1072150407305363,2.864031899755332,1.3330104922778967,1.1113030193327418,1.2496842546342213,1.9595222111560138,1.5732860098756858,2.6726618239772915,10.0,technical
8.24168292684871,8.383865916798314,7.729496736886602,7.912078223149508,7.747483729365144,3.1467536243257546,3.109146127368518,9.656010544957196,8.85141705459589,7.144937088255241,7.4380031932006005,10.0,none
4.684364921485775,6.2984421445747145,5.364840380828937,4.545393464494535,6.093452348814984,1.5184419189524931,1.817469971507569,4.884668647690603,3.836816021468349,5.497733023153235,6.111845747472862,10.0,none
9.50071248168886,9.848287663096702,9.853486977119985,8.432579162044469,8.270993960390758,4.102576878029694,5.549673912307606,9.564276462079524,9.67732923875136,9.46380298414208,9.802856540415648,10.0,none
3.6256778483892385,3.599953419834795,3.565462234132206,2.2793444520253203,3.6079848621384607,0.6828895828171283,0.7848912724537379,3.158986822453067,1.2561101973277866,2.61466957951963,4.399223572594,10.0,technical
7.795181324918482,5.665413701278727,5.761117417975463,5.665980080382861,6.688810331137377,2.8702983890327007,3.082820115999118,7.452844170106998,5.541264868021954,5.518648473512629,5.18470553706486,10.0,none
4.4110867039238455,4.510630577492785,3.794511733779347,3.22319767591024,4.777462941270782,2.331566268254645,2.2879463080502265,4.594661374480394,3.6287937885169943,4.176776973386851,4.1955295563967905,10.0,confidence
9.0959890825668,7.690601216758343,7.537953943643136,7.258849999402277,7.291721270512669,3.1205260427260826,2.6346801622732596,8.880946541687923,7.961256507498717,5.904076609816345,7.745019613584183,10.0,none
6.463339536484795,6.121130477495228,4.606097230520928,4.720899181565077,6.083769830193653,2.5365303499192873,3.035213793088529,6.1870309763360725,6.183598007931513,4.864667166200624,5.32910054826805,10.0,none
0.0,2.4860578319116,1.952787254045267,0.0,1.8288899273936112,0.0,0.0,0.38982662981115646,0.11744022316007216,1.2602291305703892,1.563740837126865,10.0,technical
9.919265461470458,8.848235091112487,10.0,8.152092866737625,8.769925700110866,3.709665731529889,4.434282892943933,8.896529688341769,9.563939499257042,8.252304400410344,9.423128903469973,10.0,none
6.494287368479159,5.7893431481962825,5.1500980942279835,6.315314862389758,6.380449851136381,0.8649144532622792,1.7985992634485723,5.624679838573578,3.678490720293074,5.651085368717766,5.952165419226611,10.0,none
3.922116189934593,4.7504980294102115,4.489629784120048,4.3228799369838695,5.000221550560044,3.1671465346787246,2.035313876571931,4.286337258767346,4.264509195013086,3.813683131033783,4.137277736540678,10.0,technical
7.690562547799922,7.227453702863255,7.122465700229642,9.070779893838676,6.630181954811258,3.6191924107272375,3.630188736953328,7.230217618453115,8.68140719629047,8.152808855961078,7.952986011764337,10.0,none
3.767445642240196,5.345143570808791,5.501290768168579,4.5939701051106185,5.096061960075691,2.4093177562390413,1.5377509337567716,4.492619803906884,3.7540305426420253,5.185479001454574,6.223599668402716,10.0,technical
2.845171410349097,3.2306749859461013,3.6923510459982425,1.6252475462090146,3.762748372465695,0.9900128064633991,1.201835556586845,2.916362434936514,2.332515996174765,3.4830953059140373,4.537751681733024,2.6052903909417466,technical
0.0,0.0,0.3354293377905368,0.0,3.2546518046515502,0.7626928698123474,0.20325752296210597,0.0,0.2903218038090354,0.0886390747302313,0.2130973492226903,10.0,technical
10.0,9.195644039270706,10.0,9.666257017828018,9.002950302721237,4.123836636698949,5.393458946729435,10.0,10.0,9.165067546167707,9.746217083934825,10.0,none
7.993859317978133,6.074380222466428,5.829909557389451,5.959584272834806,7.004051008667511,3.0277938490589937,2.9219333841805826,8.184147055749012,5.357127924775378,5.755209181379226,5.486628638249889,10.0,none
5.092613466032518,3.3860360976796504,4.507045439471861,3.648166376850827,5.179799643073394,2.565312305644175,2.4672521632084323,3.965244058927053,3.923305124233918,3.393232990581696,3.847969233627516,10.0,communication
2.403409392802267,2.2807329008495727,2.8814326245083492,1.2964733659293053,2.1960468434523084,1.150243167740288,1.018213347571514,0.8271316888772507,1.6086576401405925,2.096569260853628,2.525324856631962,10.0,technical
8.017870046402257,8.488784259863824,8.167426612005755,6.661037946119791,7.617167049877202,2.6803834199875904,3.1143933715440517,9.024049849952714,7.949781037958137,6.072578379415084,8.835366668043763,10.0,none
6.472453584755581,6.413404463701655,5.344448863397531,3.9062381998291507,5.688355838291734,2.0208642923195255,2.052172330352787,5.117796024474496,4.472598311809933,4.822944899467859,5.602539511319506,10.0,none
10.0,10.0,10.0,8.97033299585337,8.616828741503449,4.591561976412481,4.347666735116175,10.0,10.0,9.810933894257555,10.0,10.0,none
4.4535846372788255,3.150360407151724,5.0305912339392,3.5191171212620542,4.788388412386774,1.562627567125529,1.9175811167558032,3.622200567126889,4.200750707729611,3.380001272269808,3.829094513532623,10.0,communication
6.961864075643179,5.6592912354692855,5.375797576298551,6.26922823415928,6.805526719207119,3.1035497388861537,2.6203873588158144,6.771224136288026,6.28851159703751,5.70995896327273,6.479584663398023,10.0,none
2.4471102040991433,3.6680218285625243,4.308514994224299,1.9675628589269603,4.7403650791888605,0.7450179176943925,1.3829464882532911,2.4962581094571945,2.249451250604434,2.3652209900933006,3.8426536271249265,10.0,technical
10.0,9.278826619991952,8.808934060294279,9.458625784196915,9.763830904311895,4.0847897605070465,5.4159878236740555,10.0,10.0,9.403062402408759,10.0,10.0,none
6.466433938408093,5.83116194673136,6.691326247670606,5.960960326078696,6.120763049558235,2.0825071800082293,3.5340226792013865,5.408164074511488,7.13780606568779,4.4287063393214865,7.030293797069622,10.0,none
0.0,1.81113365424041,3.3589447526414915,0.0,1.3652303998838042,0.0805399191788866,0.09901230735634517,0.0,0.7344136023667068,0.7378130660823137,2.0806690011096625,10.0,technical
10.0,8.120055885764764,7.795683504789047,7.699138746667584,9.39728791599269,3.42186310572849,3.6406351667377477,10.0,8.544619120587871,7.67039480029654,7.524359481821634,10.0,none
4.4271500608552605,6.116730331197584,6.3495275848457595,4.510997274401602,5.34480549188231,0.9239304589077266,1.5366028514629737,5.233703888434253,3.67801340358517,6.111804347159257,5.480053049126681,10.0,none
7.509870932922973,7.569082465239264,7.0326726195647815,6.773279197240687,7.5219735821224045,2.790874539388855,2.958063265640334,6.732525892238268,6.312015001296278,6.146184083247964,7.267548040599374,10.0,none
5.217210614016454,4.391161599141455,3.9585269617402346,2.9603177951140656,4.833050484944886,1.9821683865503448,1.6407797457069466,4.146450565527497,5.2279589501410255,5.0236197400277085,3.368536598400196,10.0,confidence
2.364041257933824,1.137421462536317,2.3965306501442063,0.5900534440589509,3.795783978430963,1.2743411360340118,0.41691941956954337,3.2433019791352393,2.213810253525913,1.8912667872758728,2.5442552973142365,10.0,technical
9.757120836517473,9.56833762207399,9.166582806335464,9.757139354521197,9.085437480045508,3.54075468857249,5.007165480154541,9.42522209214995,9.111885427291734,8.744947115804155,10.0,10.0,none
6.922619933954712,5.829427003159125,6.087469295808966,4.065094231920373,7.419008927426125,3.8469371844460136,3.1359215703385055,6.384160747645862,6.182140567636292,5.822876687448212,6.444980277545563,10.0,none
5.209775613523341,3.9516541331404778,4.0541652293602555,1.338437011269742,5.969617787938778,1.8752686939063068,1.5739729834543432,6.260772904044648,3.587024801668042,3.315211086623006,3.722524289951171,10.0,communication
0.0569115888492446,0.0,0.0,0.0,1.0060426138136935,0.0,0.0,0.0,0.0,0.23246565106992076,0.5264739027572835,10.0,technical
7.696613654601687,7.19416714713479,7.595318103599733,7.896525723500306,8.501824915224685,2.586329422797438,2.640027415871195,9.13246576566536,7.62778264272125,7.667445113007109,8.115392945082279,8.231231898966815,none
5.856884651518849,3.9109390414382346,3.884487737402379,3.544931398268906,6.047511206553612,2.411348337440086,1.945984203654165,6.256498429725404,4.439260480229109,3.8214481492611396,3.6255929786568637,10.0,communication
7.003420403443689,6.038711367392457,5.71429286770493,6.500434414556045,6.18283840804084,3.133496332084899,2.9404130181810326,6.768439188044122,6.344875506838692,6.270195334490774,4.596484739539514,10.0,none
10.0,9.75793770607676,10.0,10.0,9.119878734899189,4.253271116556107,5.113972168603796,10.0,10.0,9.064023591780328,10.0,10.0,none
6.330762788014161,5.905670748275842,5.828499194627734,5.068715634053562,6.186391247473076,3.1394167217001034,3.707454195852084,5.403707327561719,6.063459299543451,5.051276720000453,6.573456859896778,10.0,none
2.788136171241111,3.177662894511453,4.010361444477325,3.3327396753919167,4.1466434626569795,1.6309267661162292,1.4262730669911026,4.9429453725483885,1.831985145478202,2.327777233570786,3.7335060672679514,10.0,technical
9.498215450521041,7.706124913252795,7.479052603074155,7.709699204451019,7.9958485353207,3.959885364676597,4.636308352712404,8.347889769959744,8.60927626938389,7.167928944933363,8.16488072724871,10.0,none
4.056732807228044,3.3399052986660283,4.526126368699874,4.07719495592234,4.796564086235873,1.2281729826878922,2.199498683408427,4.494393268668716,4.815586743309459,4.214680491124776,4.758058829639467,10.0,communication
7.46918784097522,6.629426937998381,5.378481137771321,7.238877658365469,7.633620389571029,2.3555404865190184,2.399799083735343,6.448220646619604,5.7540349110392155,7.585142480296019,6.017454594580172,10.0,none
10.0,10.0,10.0,9.660659506386601,8.659315687630349,3.906317103786758,5.3722358393505765,9.935719698839746,10.0,9.349991977192776,9.997841683012368,10.0,none
5.967328761338381,6.335774193521561,5.010973038395334,6.08307078903455,5.234090291461383,2.943127309871727,3.05722930213903,6.293831705742809,4.545152964391805,5.944393979346539,5.5267270049212245,10.0,none
2.0612064762008426,1.2852498055364188,2.3274210945116933,0.9505818282883891,3.3108987404512766,0.8498710483971523,0.6701567298797977,2.0436082959825908,1.9396806907065394,1.8788164889268026,1.8346867839030603,10.0,technical
8.411687932441039,8.302202568971413,7.2386821755927,8.384959323479416,7.230622303210177,2.555546072919571,2.792168833268326,8.449396300887237,7.441202810291061,7.933114249647529,8.185333456483573,0.0,none
3.979075604258886,3.3753089544795847,4.354369298829524,5.581283386966479,5.148982155144644,2.873611897065126,2.2614798766031763,3.691355858138763,4.614848632199842,5.759998965553484,4.593161454416224,10.0,technical
7.015425830979497,6.3527035009963555,6.129129610857199,6.585242909219554,6.947070559073219,3.2778304859985474,2.9604930737684154,6.6274596118764295,5.31729523243756,5.357132986913048,6.209199054401153,10.0,none
2.8325945182163372,3.2649091704808297,4.204287883132131,1.9152513300942087,4.738750172462008,0.7185700059237591,0.8868642725678875,3.60562311048713,2.0997544790843583,3.277158031514368,4.248324834856283,10.0,technical
9.904734539049542,9.948722144459289,8.725274355349388,8.919491202563233,9.593981177758186,3.751200869810085,5.067462438258808,9.978266028960197,9.088456522988782,9.31988681856227,9.019326046010972,10.0,none
5.7628801962278,6.053058822232217,5.697235343606013,4.555939195637378,5.913999332894139,3.5610430820353023,1.70761851520768,5.836170041616492,6.041162346322118,5.093889580625056,5.950405697528092,10.0,none
4.212374041149665,4.331805593953303,3.276939990843738,2.6204074750933013,5.026208362160924,2.1902949447148448,2.7542180729688805,3.439165870394672,3.2281465852902143,4.321776646568063,4.088687127166851,10.0,confidence
9.164989878222885,7.018850481648664,7.72344434235366,8.698331809948971,7.80017282150198,2.74194244526714,3.115988066019058,8.695875616327832,8.398078849118193,7.939092468693664,8.116644309821483,10.0,none
7.668250417648091,6.042849627760513,5.6724214532689015,4.764105342055843,6.696325094315614,3.3501456192953865,2.5909390084339057,6.605141908515268,6.1995770108855695,6.1746836147043185,5.2613255743950065,10.0,none
1.873254451584041,1.5020750052583902,1.7032738499463784,1.340264921881216,2.678054636092442,0.0,0.6127475107508809,1.3865808876871226,2.499774608591525,3.1273314289916634,2.0012384337902858,10.0,technical
6.620149916972789,8.66510037650527,7.480037047439004,6.954804629359593,7.228823824572201,3.1235258159537715,2.7603988745038657,8.40151230983241,8.630741574661727,6.452511831414861,8.674263803013647,10.0,none
10.0,8.510860781043007,9.896234619545957,9.321640742856983,9.193839232506045,3.2107499309415637,5.016118727571364,9.511880282411603,9.346713637289625,9.687541448372793,9.522957655807174,10.0,none
5.785237515048423,3.7408744767818876,3.9968406110337455,3.7989455790870372,6.319738307825618,1.4484728766063086,1.8765501572008598,5.52235018845138,4.183394477284261,3.616845596963181,4.110173630464304,10.0,communication
2.331497299609808,1.7776536830565965,2.2360954992051245,0.9956192701913424,3.5380162173698237,0.7326997962279993,1.1987515289501491,1.3561404277410951,2.139573715800485,0.3941855049594155,1.5439084939656391,10.0,technical
7.967342250490231,7.890408493882453,7.981780942015326,8.615956701396591,7.990737460971472,4.2271372730735735,3.765109841923574,8.122010860800339,7.755974772013767,8.030784418844679,8.168492557373249,10.0,none
5.046456914911802,6.774881083118479,6.1408412239756975,5.081885190193764,4.754793627366825,1.6792965168896592,2.4197648241899814,3.8506531324069537,3.6400754069441716,5.0590534021053015,6.011231777806127,10.0,none
6.8575303516495625,7.939006257225627,8.175280982127125,6.300623238632253,7.840539850641649,3.027123092962935,3.0348044452831173,6.837977892865719,6.095547277010528,5.80090801236012,8.139690947116385,9.870008056090255,none
9.6327908799561,10.0,9.763985016662813,10.0,9.097510444801722,4.108248860697229,5.015519648236039,10.0,10.0,9.684122174957936,9.901026607269788,10.0,none
4.977335116002488,4.663447795529403,3.843202672607237,2.279799957733529,5.676003640774572,1.3956142871623132,2.7221246539204733,5.0386410285722105,4.081696856644348,3.5194723016879124,3.1892146187911155,10.0,confidence
2.7539095002439526,2.1409857570848314,2.426774174912649,1.4680675889133257,4.184406903165748,0.0,1.374370734974829,3.3525696379286316,2.789733428610687,1.415855720634049,0.9835258759252488,10.0,technical
7.627374776468734,8.284355765135935,8.440038370127096,7.996896326923757,7.7360627260438335,2.636892944806193,2.0696317997144584,8.09502231129967,8.206487933178861,7.6821880190038465,8.257009266511457,10.0,none
4.176168364791087,5.625430364229813,6.432417306931184,4.812585949897525,4.726538358596554,2.193009290050097,2.2418970482829326,3.6433249695491337,3.4196494606752226,4.487891402111405,5.912107516724331,10.0,none
6.3929169289972565,8.084867600670432,7.973412357746203,5.184139885182285,6.154816952541186,3.1794261792466574,3.201411659580125,7.541083503678304,5.956030661617412,6.016301117123532,7.145644754311952,10.0,none
5.7652889953078255,3.4264010171675476,3.899698936250445,2.604002320204669,6.248769404709072,1.5345190459937463,1.8881990254771446,6.045041471539847,3.9870542016558925,4.290028180655483,4.920564367192563,10.0,communication
7.241190199957945,5.819401000493529,5.639778420875898,7.229594422203258,7.1371464540115115,2.9762574378929987,2.6036542376488274,7.354896473300746,6.416117910558923,4.7906123348226455,7.0193078513097,10.0,none
2.5483109688301187,1.8915281050215031,2.1119753044252754,2.158431444106661,4.952586596342802,1.1868016017824075,1.1130000207380617,3.0362688736403145,1.08808497676464,2.204565889293658,2.1968168012323663,10.0,technical
10.0,9.577646387127492,10.0,9.245845726250288,9.096704270960222,4.001104498833251,4.319632254086393,8.956625894198098,10.0,9.04655023843259,10.0,10.0,none
6.402142268305459,6.349523520678565,6.02047891179162,4.498751757233946,5.234955310745024,3.1660305077437116,4.100775705434592,5.910319161955635,5.178234024362892,5.288369703175063,5.773424463986702,10.0,none
0.3746281568241097,0.0,0.5154616118137173,0.8573568428216467,1.3462943497229172,0.09323774974096596,0.3269919041593848,0.0,0.0,0.7717338231739803,0.8524231289144821,10.0,technical
8.576944238824789,7.486509639504369,7.358341056241963,7.954595053673511,8.27733110262441,4.038444978111985,3.638425769866867,8.513543265029897,8.348197374871786,7.582746385982141,8.101941666991006,10.0,none
3.637373950638742,4.391733119731159,3.5933799239127815,3.5502176345412892,5.12439665312931,2.3395425789453657,1.096797115875851,4.0255704409805375,4.392152205931548,4.749975172365491,4.694329477105205,10.0,technical
6.474435919217657,5.6233744218765445,5.551244023001178,7.471178842806709,7.198593979144657,2.981061194886169,2.5627465741860576,7.596554077503893,5.789241967806258,7.5495593189287264,5.907831369177118,10.0,none
5.42873896016851,3.6394470948052398,3.8299603609437924,3.7746584139870425,5.132891788205115,2.5710141552733776,2.4102254490553165,4.932977467309698,3.7797115018545107,4.628557600577739,3.8856768036157847,10.0,communication
2.131566218310799,2.928257744909671,2.115218837385469,1.8040145719341543,2.749881259983803,1.2911721047903408,1.0118700239914813,0.42875038579828895,2.382933923048015,2.0122385407716603,1.3622718536715297,0.7268045947842221,technical
10.0,10.0,10.0,8.630215829777333,9.530610167893077,4.486246929240144,4.671600411646269,10.0,9.856460873066876,9.129444268748166,10.0,10.0,none
6.319438335921047,5.797731283609797,7.071289010707671,4.036886516952936,6.7887754489118,2.227396495661772,2.153937981160954,6.040438323841412,6.092217509401226,4.813607838939402,6.1556497821634615,10.0,none
4.565942316187956,3.7877352311388637,3.6753133383673298,4.271205211726871,4.726211332214613,1.7913853538794426,2.0256207285311167,4.323202452630824,3.686368666325264,2.6962182556400456,4.797797558400378,10.0,communication
8.922272947339069,8.081222671514158,7.488150296874425,8.162017016376472,8.085820186800941,3.9585915166049603,3.5881624950517166,8.651890022224796,8.390413711127028,7.901247268258327,8.837723392276375,10.0,none
7.388292895816995,6.423527099086705,5.92642873422649,4.557444891561846,5.852118949100869,3.9414766493501157,3.860770941167596,7.640490019529516,5.393737233526859,5.98430737803886,6.8808631274393095,10.0,none
2.9643415343269597,1.463195385778822,1.4496728266634762,2.2802297587079465,4.308711320601014,0.8176555666736848,0.6549802946118608,2.7929965908818457,2.062423713081663,2.137096969972876,1.7173690008403375,10.0,technical
7.8884457027660195,8.74060238750742,8.417871112890028,6.545781701105751,6.63237654312485,2.804724582975301,3.005718678849367,6.494056204813593,8.362510165857994,6.273205957416394,8.15381175377657,0.0,none
9.82031459604043,9.658556407809744,9.343456123846492,10.0,8.851235137569054,4.677173071267051,4.929303899934915,10.0,10.0,8.871597701819905,10.0,10.0,none
6.511173519926326,6.248020405167981,6.0620915932339035,6.507025886595614,6.283748124307302,3.0758399639781606,3.0739317229547476,6.195578665507853,5.661204610327346,4.870207295338882,5.755082203199232,10.0,none
2.1248717209500456,1.6470665099877002,2.5860947645045074,2.6022976061325864,3.4911041797824462,1.0670020885721916,0.8884131364504005,1.5293349920302082,1.9526935872031361,0.984960661023582,1.7203278981145553,10.0,technical
8.321992945396945,7.335907016249506,7.552528309948361,7.680227177689975,7.763110960108115,3.172091871063756,4.104760853949018,8.37193149382565,8.35487162599209,7.662314892937236,7.917256975812964,10.0,none
4.895479852066806,4.578176259417638,4.1111681750593485,3.521077283932019,5.999765214746225,2.398822306354407,1.697536598380368,5.124753759120621,4.647423439638766,4.304370136938366,4.011310159759158,10.0,none
6.808730270539387,6.538841232657573,5.733294359763435,5.977888567847181,7.621467685660303,3.369424767606767,2.8619723154098695,6.652095764205765,5.939444885375902,6.818427724532635,6.008808986430724,10.0,none
8.628704966820983,10.0,10.0,9.033181130910338,8.64973584233942,4.201021590417605,4.635648502702906,9.93017722713007,9.115745544312476,7.565648880064657,10.0,10.0,none
3.723435788259957,4.364046764422684,4.047691931790656,3.372583669562369,5.440401783674959,2.110728662015834,1.789692057811189,4.456739690091885,4.2345595204174975,3.55318473295156,4.538958054492436,2.482364199423334,technical
2.367406645834804,1.8051624431222613,2.199023907574021,0.26501083912052303,4.018293332340544,0.2861166277996803,0.288473725839431,1.3718508762218378,2.3713096157219242,1.0902456379185637,1.3775608908534502,10.0,technical
9.163434738213676,7.497938339630178,8.404779250493938,9.022975355796456,7.545344830114111,3.515583257237594,2.2942909490854513,7.942785397468587,7.546138146946553,7.590203071912508,8.053100656566313,10.0,none
4.434514289226566,5.989155916777125,6.086673106223863,5.002709792503985,5.064828818174307,2.376368006535707,1.6716845498694628,3.176146917277575,2.8705150109404496,4.58702228308686,6.024652210800367,10.0,none
8.120423103597115,5.893485471136216,6.854546359465012,6.805137543160668,7.172263191359669,3.0408770573433683,3.6377429366275185,6.909173619873392,4.816719172179849,6.196556596399868,5.650136183783138,10.0,none
2.514512093186171,3.386326252735591,3.1441025093440427,1.866718149394818,3.7572095987300353,0.3417694516352753,0.593605175549268,2.082380456201184,1.7963144580761417,2.601283413033348,3.7767128644890398,10.0,technical
9.713240922529025,10.0,10.0,8.8707128008767,9.108652045720897,4.44167770619698,4.202948386011256,9.226833825636724,10.0,9.390909449476467,9.261220260148404,10.0,none
5.5616355171193605,6.562457976965648,6.238283275911678,4.582105480954378,5.958799268866491,2.773694453881802,2.432002624492311,5.218085530093562,5.567486155961713,5.042632885433455,5.38589404988752,10.0,none
4.573498939794229,3.7877844786768766,4.9739702459998965,4.297760204549611,5.213372024506336,2.4030685169323314,2.5258476668841405,3.840853881114128,4.081503806072442,4.4080276324149965,3.928327732172953,10.0,communication
7.102937905243632,7.489404370071323,7.699487591066786,8.097193778453471,7.492390147610884,2.999459944499543,2.335692352849305,7.136054463136282,8.30538011899573,7.432822475803368,8.130834015048007,10.0,none
5.442422770899987,6.000846599817324,6.624101273883299,5.055277259900193,7.111700103995284,3.1361011369782625,2.5755481301130825,6.174475003627023,3.5898845672808237,6.457733363546195,6.603894946205239,10.0,none
2.449036048901287,3.279615811682697,2.255381670897622,2.0019465947215385,2.728269762944024,1.5488334793621101,1.7203410462867672,0.5861767652493642,2.8878922920617143,2.45658091180371,2.1029822003108025,5.143440668608159,technical
8.255596789224153,8.737144607301754,8.267051048418963,7.200224527302859,7.1471216052613045,3.234002068543383,3.6424364200493153,7.8847291517404,7.447726164845771,6.267872750525002,8.756287485044899,10.0,none
9.764180570525443,10.0,10.0,9.533677028775987,9.519162611198105,3.9053342928744943,4.851673713097235,10.0,9.032633781215175,9.5505606603329,10.0,10.0,none
5.426190043687059,4.636503521461513,4.2370990430729085,2.584628510454874,5.6271809792818095,1.355427240227948,1.971415145884804,5.663875876225884,4.3989895742068565,3.2986081772177975,4.614923793324176,10.0,none
3.4949448356630675,2.592187633794457,2.098423298256967,0.5537395716619246,4.178757406821218,1.4393632026091059,1.6440812302891366,3.002999147146287,2.7044554080121763,1.1504212767578936,2.2036347400007212,10.0,technical
8.459529629859606,7.919876712498869,6.97240716884,8.276013327523026,7.928280497943356,2.346126086064095,3.5010331262333887,7.9957938650141545,8.036627610493149,7.004330170176872,7.920851486043579,4.742444260230609,none
4.113406283003159,6.103153798387706,5.4363091102066505,4.69091445138054,4.883137486934683,1.3592655849176543,2.592762285135688,4.582245053183772,3.6851285165986263,5.122271883479909,6.908011246450844,10.0,none
7.2181812395180796,8.003594971723693,8.151551447656553,7.943029638844172,6.700565114213863,2.961023403021946,2.524744431039221,5.973472122579467,6.194351628676572,5.844378768100618,8.313844167582184,10.0,none
10.0,9.888382577073342,10.0,9.181798255127623,9.029506558921407,3.69482210087822,5.429543547700999,10.0,9.635401182898802,8.315029239441412,10.0,10.0,none
